,Review,date,Location,Language,positive_score,negative_score,polarity_score
4828,"['took', 'long', 'check', 'a', 'c', 'loud', 'overall', 'good', 'is', 'clean', 'my', 'bed', 'very', 'comfortable', 'read', 'read', 'less']",2018-09-10,"San Jose, CA",en,3,1,2
4829,"['jack', 'a', 'nd', 'janet', 'the', 'front', 'desk', 'very', 'helpful', 'read', 'read', 'less']",2018-09-10,,en,1,0,1
4830,"['lousy', 'read', 'read', 'less']",2018-09-10,,en,0,1,-1
4831,"['room', 'clean', 'the', 'continental', 'breakfast', 'read', 'read', 'less']",2018-09-10,,en,1,0,1
4832,"['good', 'location', 'even', 'the', 'street', 'not', 'fine', 'clean', 'suggest', 'ask', 'high', 'floors', 'extremely', 'noisy', 'traffic', 'ongoing', 'renewals', 'nearby', 'building', 'rooms', 'bed', 'confortable', 'add', 'value', 'the', 'family', 'rooms', 'are', 'very', 'good', 'solution', 'family', 'children', 'read', 'read', 'less']",2018-09-10,,en,4,1,3
4833,"['nice', 'comfortable', 'room', 'right', 'place', 'move', 'across', 'n', 'read', 'read', 'less']",2018-09-10,"Milan, Italy",en,3,0,3
4834,"['concierge', 'lobby', 'let', 'nowhere', 'sit', 'relax', 'plus', 'side', 'the', 'cleaning', 'housekeeping', 'excellent', 'room', 'adequate', 'booked', 'premium', 'it', 'not', 'well', 'appointed', 'other', 'hotel', 'rooms', 'usa', 'have', 'stayed', 'ar', 'read', 'read', 'less']",2018-09-10,,en,3,0,3
4835,"['close', 'usopen', 'tennis', 'courteous', 'staff', 'eateries', 'close', 'as', 'well', 'read', 'read', 'less']",2018-09-10,"Houston,Tx",en,2,0,2
4836,"['good', 'value', 'clean', 'ok', 'breakfast', 'rooms', 'small', 'have', 'enough', 'room', '2', 'people', 'read', 'read', 'less']",2018-09-10,Santa fe,en,3,0,3
4837,"['surprised', 'this', 'hidden', 'gem', 'fluff', 'room', 'was', 'copy', 'clean', 'staff', 'courteous', 'definitely', 'go', 'back', 'read', 'read', 'less']",2018-09-10,St. Louis,en,3,0,3
4838,"['super', 'anbindung', 'die', 'öffentlichen', 'verkehrsmittel', 'read', 'read', 'less']",2018-09-10,,de,1,1,0
4839,"['s', 'ok', 'hotel', 'no', 'choices', 'this', 'area', 'read', 'read', 'less']",2018-09-10,,en,0,0,0
4840,"['clean', 'room', 'too', 'big', 'towels', 'room', 'have', 'ask', 'twice', 'them', 'first', 'time', 'only', 'came', 'one', 'towel', 'let', 'others', 'mentioned', 'parking', 'be', 'issue', 'morning', 'breakfast', 'good', 'it', 'was', 'overall', 'good', 'stay', 'read', 'read', 'less']",2018-09-10,,en,3,1,2
4841,"['room', 'available', 'my', 'family', 'staff', 'scramble', 'figure', 'if', 'rooms', 'open', 'found', '2', 'rooms', 'one', 'bed', 'so', 'had', 'split', 'hung', 'in', 'one', 'room', 'a', 'we', 'attempted', 'go', 'other', 'room', 'was', 'locked', 'someone', 'was', 'asleep', 'inside', 'we', 'had', 'go', 'to', 'lobby', 'them', 'find', 'another', 'room', 'and', 'move', 'to', 'a', 'different', 'floor', 'read', 'read', 'less']",2018-09-10,,en,1,3,-2
4842,"['about', '8', '10', 'minutes', 'away', 'disneyland', 'hotel', 'used', 'ramada', 'hotel', 'it', 'get', 'confusing', 'getting', 'confirmation', 'email', 'hotel', 'recently', 'renovated', '4', 'months', 'ago', 'rooms', 'though', 'rooms', 'clean', 'spacious', 'though', 'boyfriend', 'i', 'surprised', 'how', 'nice', 'the', 'hotel', 'the', 'staff', 'super', 'friendly', 'shoutout', 'stacey', 'one', 'the', 'managers', 'being', 'welcoming', 'll', 'definitely', 'be', 'staying', 'again', 'next', 'time', 'read', 'read', 'less']",2018-09-10,,en,5,1,4
4843,"['checking', 'was', 'great', 'location', 'well', 'i', 'could', 'hear', 'sounded', 'like', 'ac', 'unit', 'night', 'even', 'it', 'turned', 'could', 'sleep', 'read', 'read', 'less']",2018-09-10,,en,3,0,3
4844,"['clean', 'nice', 'rooms', 'great', 'staff', 'great', 'location', 'close', 'everything', 'walk', 'food', 'walk', 'disney', 'read', 'read', 'less']",2018-09-10,,en,4,0,4
4845,"['never', 'looks', 'nice', 'that', 'bed', 'terrible', 'worth', 'paying', 'resort', 'fee', 'sure', 'read', 'read', 'less']",2018-09-10,,en,2,1,1
4846,"['el', 'hotel', 'esta', 'muy', 'bien', 'ubicado', 'cerca', 'de', 'los', 'parques', 'muchos', 'comercios', 'la', 'habitación', 'muy', 'limpia', 'comoda', 'encanto', 'read', 'read', 'less']",2018-09-10,Hollywood Fl,es,0,0,0
4847,"['nice', 'resort', 'food', 'atmosphere', 'great', 'be', 'back', 'soon', 'read', 'read', 'less']",2018-09-10,,en,2,0,2
4848,"['bugs', 'hotel', 'bed', 'family', 'scene', 'meant', 'dealing', 'other', 'people', 'kids', 'is', 'never', 'good', '2nd', 'floor', 'rooms', 'some', 'kind', 'flooring', 'made', 'people', 'sound', 'like', 'were', 'tap', 'dancing', 'they', 'were', 'walking', 'circles', 'around', 'room', '45', 'minutes', 'every', 'time', 'second', 'floor', 'toilet', 'flushes', 'toilet', 'the', 'first', 'floor', 'run', 'it', 'pretty', 'loud', 'would', 'waste', 'my', 'money', 'this', 'metaphorical', 'pig', 'lipstick', 'read', 'read', 'less']",2018-09-10,,en,3,4,-1
4849,"['poor', 'room', 'broken', 'floor', 'tiles', 'bathroom', 'plug', 'tub', 'allocated', 'arrival', 'request', 'move', 'moved', 'another', 'room', 'was', 'better', 'very', 'noisy', 'stayed', 'twice', 'previously', 'always', 'had', 'good', 'experience', 'won', 'return', 'read', 'read', 'less']",2018-09-09,,en,3,3,0
4850,"['nice', 'hotel', 'had', 'lovely', 'view', 'looking', 'madison', 'square', 'garden', 'empire', 'state', 'building', 'everything', 'walking', 'distance', 'staff', 'friendly', 'very', 'helpful', 'maids', 'on', 'the', 'ball', 'every', 'morning', 'keeping', 'the', 'rooms', 'clean', 'fresh', 'linen', 'towels', 'everyday', 'stayed', 'this', 'hotel', '2017', 'this', 'our', 'second', 'year', 'in', 'a', 'row', 'we', 'stayed', 'the', 'new', 'yorker', 'if', 'was', 'good', 'enough', 'muhammad', 'ali', 'stay', 'this', 'hotel', 'it', 'good', 'enough', 'me', 'read', 'read', 'less']",2018-09-09,,en,10,0,10
4851,"['nice', 'hotel', 'people', 'friendly', 'werent', 'told', 'nightly', 'tax', 'charged', 'the', 'end', 'the', 'stay', 'you', 'pay', 'the', 'hotel', 'to', 'store', 'luggage', 'your', 'flight', 'late', 'like', 'was', 'thought', 'was', 'bit', 'much', 'we', 'stayed', 'for', '5', 'nights', 'read', 'read', 'less']",2018-09-09,,en,3,0,3
4852,"['location', 'very', 'close', 'empire', 'state', 'times', 'square', 'old', 'ambience', 'the', 'room', 'bothered', 'slightly', 'read', 'read', 'less']",2018-09-09,Mhow India,en,0,1,-1
4853,"['nice', 'spacious', 'room', 'furniture', 'issues', '1', 'needs', 'electrical', 'outlets', '2', 'soap', 'dispensers', 'the', 'shower', 'apparently', 'longer', 'filled', 'maids', 's', 'problem', 'you', 'find', 'they', 'are', 'empty', 'standing', 'the', 'shower', 'they', 't', 'you', 'know', 'bring', 'soap', 'shampoo', 'ahead', 'time', 'either', 'maintain', 'remove', 'read', 'read', 'less']",2018-09-09,Seattle,en,2,2,0
4854,"['staff', 'friendly', 'accommodating', 'there', 'suggesting', 'appreciated', 'read', 'read', 'less']",2018-09-09,San Jose,en,2,0,2
4855,"['was', 'smallest', 'room', 'ever', 'stayed', 'i', 'never', 'stay', 'thete', 'read', 'read', 'less']",2018-09-09,,en,0,0,0
4856,"['good', 'hotel', 'booked', 'earlier', 'got', 'good', 'price', 'read', 'read', 'less']",2018-09-09,,en,2,0,2
4857,"['room', 'a', 'good', 'size', 'spend', 'night', 'needed', 'problem', 'that', 'room', 'a', 'high', 'humidity', 'humidity', 'air', 'conditioning', 'could', 'keep', 'the', 'room', 'nice', 'read', 'read', 'less']",2018-09-09,tampa,en,2,1,1
4858,"['dejlige', 'forhold', 'værelse', 'pool', 'fitnessrum', 'og', 'det', 'hele', 'taget', 'resort', 'omgivelser', 'read', 'read', 'less']",2018-09-09,,da,0,0,0
4859,"['motel', 'wyndham', 'are', 'used', 'floors', 'covered', 'sand', 'beds', 'clean', 'also', 'gritty', 'stuff', 'between', 'sheets', 'blinds', 'block', 'light', 'you', 'car', 'headlights', 'coming', 'window', 'night', 'long', 'motel', 'is', 'close', 'dining', 'bars', 'is', 'great', 'the', 'fact', 'are', 'patrons', 'outside', 'loud', 'banging', 'the', 'floors', 'up', 'down', 'the', 'stairs', '3am', 'didn', 't', 'want', 'bathe', 'kids', 'the', 'bath', 'tub', 'shower', 'saying', 'lot', 'whole', 'day', 'at', 'disney', 'the', 'ac', 't', 'go', 'lower', 'than', '75', 'was', 'struggling', 'even', 'that', 'temp', 'even', 'midnight', 'will', 'not', 'be', 'visiting', 'hotel', 'ever', 'spend', 'the', 'extra', '25', 'go', 'another', 'hotel', 'i', 'drive', 'get', 'a', 'clean', 'room', 'read', 'read', 'less']",2018-09-09,,en,3,3,0
4860,"['fiancee', 'i', 'stayed', 'several', 'high', 'quality', 'hotels', 'this', 'one', 'definitely', 'our', 'top', '3', 'years', 'will', 'definitely', 'return', 'next', 'time', 're', 'orlando', 'one', 'issue', 'we', 'was', 'resolved', 'our', 'satisfaction', 'over', 'beyond', 'location', 'great', 'the', 'staff', 'great', 'the', 'amenities', 'great', 'much', 'we', 'completely', 'satisfied', 'read', 'read', 'less']",2018-09-08,"Carson, CA",en,5,1,4
4861,"['got', 'us', 'the', 'nights', 'will', 'be', 'staying', 'again', 'what', 'advertise', 'staff', 'great', 'read', 'read', 'less']",2018-09-08,"Phoenix,AZ",en,1,0,1
4862,[],2018-09-08,,UnKnown,0,0,0
4863,"['rooms', 'smaller', 'they', 'look', 'outdated', 'watch', 'the', 'fees', 'read', 'read', 'less']",2018-09-08,New York,en,0,0,0
4864,"['das', 'hotel', 'hat', 'eine', 'sehr', 'zentrale', 'lage', 'direkt', 'beim', 'msg', 'alles', 'ist', 'zu', 'fuß', 'gut', 'erreichbar', 'oder', 'die', 'subway', 'ist', 'daneben', 'das', 'hotel', 'sich', 'ist', 'schon', 'etwas', 'die', 'jahre', 'gekommen', 'empfangshalle', 'mag', 'vier', 'sterne', 'haben', 'bei', 'den', 'zimmern', 'eher', 'kategorie', 'drei', 'sterne', 'das', 'personal', 'war', 'immer', 'sehr', 'freundlich', 'read', 'read', 'less']",2018-09-08,,de,0,2,-2
4865,"['resort', 'charge', 'ridiculous', 'hotel', 'offered', 'nothing', 'unusual', 'pay', 'almost', '30', 'per', 'person', 'highway', 'robbery', 'resort', 'charge', 'ridiculous', 'hotel', 'offered', 'nothing', 'unusual', 'pay', 'almost', '30', 'per', 'person', 'highway', 'robbery', 'read', 'read', 'less']",2018-09-08,,en,0,4,-4
4866,"['nice', 'location', 'good', 'restaurant', 'easy', 'freeway', 'access', 'read', 'read', 'less']",2018-09-08,,en,3,0,3
4867,"['had', 'own', 'californian', 'style', 'well', 'maintained', 'read', 'read', 'less']",2018-09-08,Calgary,en,1,0,1
4868,"['price', 'per', 'night', 'very', 'good', 'house', 'keeping', 'inconsistent', 'days', 'got', 'hand', 'towels', 'face', 'cloths', 'some', 'days', 'had', 'go', 'the', 'desk', 'get', 'read', 'read', 'less']",2018-09-08,Maine,en,1,1,0
4869,"['la', 'habitación', 'standard', 'es', 'muy', 'pequeña', 'te', 'sientes', 'apretado', 'el', 'personal', 'es', 'amable', 'además', 'de', 'cobrarte', '25', 'us', 'dlls', 'por', 'el', 'parking', 'diario', 'dejar', 'tu', 'auto', 'en', 'la', 'calle', 'te', 'piden', 'propina', 'el', 'desayuno', 'pobre', 'te', 'dan', 'platos', 'cubiertos', 'desechables', 'teníamos', 'que', 'pedir', 'diario', 'que', 'limpiaran', 'la', 'habitación', 'porque', 'si', 'se', 'les', 'olvidaba', 'hacerlo', 'asomándote', 'bajo', 'la', 'cama', 'te', 'das', 'cuenta', 'de', 'lo', 'mal', 'que', 'limpian', 'en', 'el', 'elevador', 'pusieron', 'un', 'letrero', 'muy', 'agresivo', 'para', 'los', 'huéspedes', 'envío', 'foto', 'vale', 'lo', 'que', 'cobran', 'read', 'read', 'less']",2018-09-08,mexico,es,0,0,0
4870,"['hotel', 'pleasant', 'walk', 'disneyland', 'its', 'cafe', 'the', 'best', 'coffee', 'pool', 'gym', 'laundry', 'everything', 'there', 'had', 'a', 'very', 'pleasant', 'stay', 'the', 'staff', 'very', 'friendly', 'welcoming', 'read', 'read', 'less']",2018-09-08,"Melbourne, Australia.",en,4,0,4
4871,"['location', 'great', 'staff', 'professional', 'room', 'clean', 'read', 'read', 'less']",2018-09-08,,en,2,0,2
4872,"['nice', 'hotel', 'decent', 'shape', 'clean', 'lots', 'parking', 'spaces', 'read', 'read', 'less']",2018-09-08,"San Francisco, CA",en,3,0,3
4873,"['dirty', 'stained', 'chairs', 'dirty', 'pools', 'rude', 'management', 'won', 'be', 'staying', 'ever', 'read', 'read', 'less']",2018-09-08,,en,1,3,-2
4874,"['prepaid', 'would', 'turned', 'around', 'left', 'ever', 'checking', 'old', 'rundown', 'exterior', 'a', 'questionable', 'neighborhood', 'i', 'wouldn', 't', 'recommend', 'read', 'read', 'less']",2018-09-07,,en,1,1,0
4875,"['nice', 'furnishings', 'wifi', 'much', 'better', 'typical', 'hotel', 'ok', 'location', 'however', 'poor', 'noise', 'light', 'isolation', 'motion', 'sensor', 'lights', 'sink', 'toilet', 'area', 'sounded', 'like', 'good', 'idea', 'terrible', 'practice', 's', 'impossible', 'get', 'go', 'the', 'bathroom', 'without', 'turning', 'the', 'lights', 'and', 'waking', 'spouse', 'nice', 'have', 'hdmi', 'patch', 'the', 'tv', 'the', 'fridge', 'our', 'room', 'came', 'pre', 'loaded', 'discarded', 'food', 'the', 'previous', 'tenant', 'read', 'read', 'less']",2018-09-07,,en,5,6,-1
4876,"['returned', 'new', 'york', 'last', 'week', 'arrived', 'late', 'smooth', 'hassle', 'free', 'check', 'warm', 'welcome', 'came', 'bedroom', 'opened', 'the', 'curtains', 'there', 'was', 'one', 'the', 'fantastic', 'views', 'can', 'wish', 'when', 'celebrating', 'anniversary', 'a', 'birthday', 'together', '34th', 'floor', 'almost', 'iconic', 'buildings', 'front', 'you', 'great', 'central', 'location', 'very', 'powerful', 'shower', 'room', 'cleaned', 'daily', 'the', 'high', 'standards', 'would', 'recommend', 'anybody', 'read', 'read', 'less']",2018-09-07,NYC,en,8,1,7
4877,"['you', 'thinking', 'getting', 'breakfast', 'included', 'option', 'this', 'hotel', 'only', 'provided', 'fruit', 'wasn', 'even', 'fresh', 'pastry', 'expecting', 'better', 'considering', 'payed', 'extra', '10', 'each', 'person', 'get', 'breakfast', 't', 'gotten', 'breakfast', 'included', 'option', 'i', 'could', 'gotten', 'continental', 'breakfast', '12', 'wouldn', 't', 'have', 'half', 'bad', 'housekeeping', 'okay', 'front', 'desk', 'helpful', 'providing', 'toiletries', 'room', 'okay', 'wished', 'had', 'better', 'lighting', 'the', 'beds', 'actually', 'queens', 'not', 'fulls', 'was', 'a', 'decent', 'place', 'lay', 'heads', 'the', 'end', 'the', 'day', 'liked', 'that', 'it', 'was', 'right', 'next', 'two', 'highways', 'san', 'francisco', 'la', 'read', 'read', 'less']",2018-09-07,,en,7,1,6
4878,[],2018-09-07,,UnKnown,0,0,0
4879,"['walls', 'paper', 'thin', 'anyone', 'a', 'phone', 'conversation', 'the', 'hallway', 'waiting', 'the', 'elevator', 'in', 'room', 'be', 'heard', 'loud', 'clear', 'than', 'everything', 'else', 'good', 'read', 'read', 'less']",2018-09-07,,en,2,1,1
4880,"['good', 'what', 'need', 'place', 'stay', 's', 'close', 'sju', 'comfortable', 'bed', 'clean', 'room', 'breakfast', 'great', 'if', 'stay', 'multiple', 'days', 'it', 'gets', 'tiring', 'have', 'food', 'everyday', 'reserved', 'king', 'suite', 'it', 'seemed', 'like', 'a', 'regular', 'room', 'was', 'assigned', 'us', 'room', 'rate', 'the', 'same', 'read', 'read', 'less']",2018-09-07,"Bay Area, California",en,5,1,4
4881,"['overpriced', 'paid', 'valet', 'parking', 'valet', 'service', 'provided', 'small', 'rooms', 'sstale', 'breakfast', 'read', 'read', 'less']",2018-09-07,Seattle,en,0,1,-1
4882,"['amenities', 'fine', 'water', 'pressure', 't', 'good', 'ordered', 'room', 'service', 'they', 't', 'bring', 'utensils', 'my', 'breakfast', 'the', 'time', 'got', 'the', 'food', 'cold', 'read', 'read', 'less']",2018-09-07,,en,2,1,1
4883,"['nice', 'location', 'international', 'drive', 'street', 'area', 'read', 'read', 'less']",2018-09-07,Out USA,en,1,0,1
4884,"['resort', 'like', 'grounds', 'bedding', 'nice', 'room', 'lighting', 'dark', 'had', 'fluorescent', 'bulbs', 'two', 'sconces', 'desk', 'light', 'gave', 'unflattering', 'cold', 'glow', 'left', 'room', 'interior', 'dark', 'water', 'pressure', 'fine', 'nothing', 'do', 'immediate', 'surrounding', 'restaurant', 'lounge', 'closed', '9pm', 'website', 'mentioned', 'live', 'entertainment', 'bamboo', 'lounge', 'saturday', 'night', 'all', 'took', 'a', 'lyft', 'town', '9', 'airport', 'shuttle', 'was', 'prompt', 'front', 'desk', 'friendly', 'though', 'keep', 'key', 'card', 'away', 'your', 'cell', 'phone', 'got', 'demagnetized', 'every', 'time', 'required', 'waiting', 'line', 'get', 'a', 'new', 'one', 'read', 'read', 'less']",2018-09-06,Seattle,en,6,3,3
4885,"['nice', 'clean', 'had', 'very', 'pleasant', 'stay', 'would', 'choose', 'stay', 'for', 'next', 'trip', 'read', 'read', 'less']",2018-09-06,,en,3,0,3
4886,"['new', 'yorker', 'beautiful', 'lobby', 'central', 'location', 'friendly', 'staff', 'where', 'charm', 'ends', 'rooms', 'old', 'dingy', 'windows', 'really', 'need', 'replaced', 'let', 'way', 'much', 'noise', 'an', 'upper', 'floor', 'while', 'understand', 'that', 'nyc', 'loud', 'double', 'pane', 'windows', 'would', 'go', 'long', 'way', 'be', 'green', 'initiative', 'bathroom', 'peeling', 'paint', 'no', 'fan', 'moisture', 'build', 'shower', 'was', 'low', 'am', '5', '5', 'anyone', 'taller', 'that', 'stoop', 'are', 'weird', 'stains', 'curtains', 'a', 'firm', 'old', 'mattress', 'bed', 'rooms', 'are', 'tiny', 'that', 'would', 'be', 'okay', 'they', 't', 'dingy', 'think', 'place', 'survives', 'due', 'the', 'name', 'tourists', 'flock', 'the', 'location', 'otherwise', 'it', 'is', 'really', 'worth', 'the', 'price', 'the', 'amenities', 'fee', 'is', 'also', 'a', 'rip', 'as', 'are', 'very', 'few', 'amenities', 'they', 'do', 'even', 'have', 'coffee', 'the', 'rooms', 'will', 'stay', 'somewhere', 'else', 'i', 'come', 'back', 'read', 'read', 'less']",2018-09-06,,en,4,5,-1
4887,"['beautiful', 'seating', 'lobby', 'lots', 'outlets', 'bell', 'service', 'quick', 'despite', 'line', 'liked', 'they', 'checked', 'room', 'keys', 'ransom', 'people', 'could', 'enter', 'elevator', 'area', 'read', 'read', 'less']",2018-09-06,,en,2,0,2
4888,"['stay', 'great', 'girlfriend', 'and', 'her', 'baby', 'slept', 'well', 'except', 'hearing', 'kids', 'running', 'the', 'hallway', 'the', 'early', 'morning', 'also', 'charged', '50', 'no', 'appreant', 'reason', 'read', 'read', 'less']",2018-09-06,,en,2,0,2
4889,"['pubic', 'hair', 'shower', 'they', 'upgraded', 'to', 'better', 'room', 'had', 'the', 'same', 'the', 'bathtub', 'omg', 'gross', 'even', 'clean', 'read', 'read', 'less']",2018-09-06,,en,3,1,2
4890,"['hard', 'understand', 'staff', 'valet', 'afraid', 'park', 'dodge', 'ram', '2500', 'the', 'garage', 'had', 'park', 'myself', 'outside', 'still', 'got', 'charged', 'valet', 'service', 'read', 'read', 'less']",2018-09-06,Massachusetts,en,0,2,-2
4891,"['clean', 'bed', 'super', 'comfy', 'definitely', 'stay', 'again', 'read', 'read', 'less']",2018-09-06,"Escondido, ca",en,3,0,3
4892,"['close', 'freeway', 'unexpected', 'parking', 'fees', 'door', 'lock', 'broken', 'late', 'night', 'maintenance', 'came', 'fix', 'but', 'part', 'way', 'two', 'screws', 'cracks', 'loud', 'noisy', 'could', 'hear', 'bed', 'next', 'door', 'services', 'not', 'listen', 'to', 'your', 'needs', 'simple', 'things', 'like', 'please', 'put', 'shampoo', 'conditioner', 'the', 'room', 'not', 'done', 'none', 'put', 'asked', 'herbal', 'tea', 'cream', 'i', 'got', 'coffee', 'no', 'cream', 'ugh', 'the', 'ac', 'turned', 'etc', 'read', 'more', 'read', 'less']",2018-09-06,,en,1,6,-5
4893,"['parking', 'charged', 'checked', 'which', 'were', 'told', 'it', 'free', 'beginning', 'we', 'checked', 'bathroom', 'an', 'odor', 'was', '2', 'damp', 'towels', 'stain', 'the', 'bathtub', 'the', 'toilet', 'an', 'issue', 'flushing', 'the', 'hotel', 'staff', 'fixed', 'issue', 'the', 'next', 'day', 'we', 'still', 'smelled', 'a', 'little', 'bit', 'the', 'odor', 'the', 'toilet', 'still', 'the', 'flushing', 'issue', 'read', 'read', 'less']",2018-09-06,"Seattle, WA",en,1,7,-6
4894,"['always', 'like', 'staying', 'lazy', 'river', 'too', 'crowded', 'read', 'read', 'less']",2018-09-05,Wndermere,en,1,2,-1
4895,"['checked', 'at', '11', '30pm', 'found', 'door', 'handle', 'room', 'broken', 'brush', 'teeth', 'find', 'the', 'sink', 'not', 'drain', 'couldnt', 'get', 'drain', 'use', 'cell', 'phone', 'call', 'front', 'desk', 'to', 'report', 'phone', 'not', 'work', 'now', 'around', '12', '30am', 'just', 'want', 'to', 'get', 'rest', 'takes', 'few', 'minutes', 'to', 'find', 'that', 'the', 'bed', 'itchy', 'horrible', 'experience', 'about', 'one', 'hour', 'read', 'read', 'less']",2018-09-05,Austin,en,1,6,-5
4896,"['room', 'smelled', 'to', 'change', 'rooms', 'air', 'conditioner', 'too', 'loud', 't', 'use', 'the', 'refrigerator', 'making', 'high', 'pitched', 'noise', 'kept', 'us', 'night', 'sad', 'complimentary', 'breakfast', 'of', 'all', 'pictures', 'website', 'not', 'all', 'it', 'looks', 'like', 'read', 'read', 'less']",2018-09-05,"San Jose, CA",en,2,4,-2
4897,"['thoroughly', 'enjoyed', '2', 'night', 'stay', 'new', 'yorker', 'outset', 'receptionist', 'staff', 'superbly', 'courteous', 'professional', 'room', 'large', 'many', 'windows', 'street', 'viewing', 'daylight', 'course', 'hotel', 'location', 'fantastic', 'many', 'historical', 'sites', 'public', 'transportation', 'close', 'proximity', 'highly', 'recommend', 'the', 'new', 'yorker', 'an', 'enjoyable', 'stay', 'the', 'city', 'read', 'read', 'less']",2018-09-05,,en,6,0,6
4898,"['friendly', 'staff', 'excellent', 'location', 'would', 'stay', 'in', 'instant', 'read', 'read', 'less']",2018-09-05,,en,2,0,2
4899,"['great', 'location', 'room', 'a', 'little', 'tight', 'this', 'common', 'most', 'ny', 'hotels', 'read', 'read', 'less']",2018-09-05,Ontario,en,1,0,1
4900,"['booked', '2', 'queen', 'beds', 'room', 'hotel', 'com', 'first', 'night', 'got', '1', 'queen', 'bed', 'a', 'sofa', 'bed', 'uncomfortable', 'thing', 'that', 'had', 'work', 'the', 'sofa', 'bed', 'ourselves', 'my', 'daughter', 'needed', 'take', 'the', 'pillows', 'blankets', 'her', 'the', '2nd', 'night', 'got', 'correct', 'room', '2', 'beds', 'read', 'read', 'less']",2018-09-05,Taiwan,en,2,1,1
4901,"['super', 'convenient', 'location', 'you', 'want', 'be', 'near', 'c', 'e', 'lines', 'penn', 'station', '10', 'blocks', 'times', 'square', 'room', 'not', 'most', 'comfortable', 'hard', 'wood', 'floors', 'felt', 'grimy', 'ac', 'almost', 'unbearably', 'loud', 'had', 'sleep', 'without', 'walls', 'thin', 'upside', 'that', 'hotel', 'staff', 'very', 'polite', 'accommodating', 'and', 'tried', 'help', 'us', 'resolve', 'issues', 'overall', 'good', 'choice', 'you', 'need', 'a', 'basic', 'hotel', 'the', 'middle', 'manhattan', 'read', 'read', 'less']",2018-09-05,DC,en,5,3,2
4902,"['staff', 'unpleasant', 'room', 'not', 'clean', 'two', 'days', 'towels', 'available', 'would', 'nice', 'have', 'parking', 'at', 'lower', 'cost', 'was', 'really', 'disappointed', 'except', 'better', 'read', 'read', 'less']",2018-09-05,,en,4,2,2
4903,"['hotel', 'really', 'convenient', 'food', 'centrally', 'located', 'everywhere', 'queens', 'you', 'looking', 'convenient', 'manhattan', 'is', 'place', 'you', 'looking', 'peace', 'quiet', 'access', 'some', 'decent', 'food', 'choices', 'located', 'far', 'citi', 'field', 'us', 'open', 'just', 'family', 'friends', 'queens', 'is', 'the', 'right', 'place', 'you', 's', 'mostly', 'frills', 'hotel', 's', 'clean', 'quiet', 'has', 'decent', 'bed', 'access', 'the', 'direct', 'walking', 'area', 'food', '24', 'hours', 'day', 'would', 'definitely', 'stay', 'again', 'read', 'read', 'less']",2018-09-05,"Birmingham, AL",en,9,0,9
4904,"['più', 'ottimo', 'albergo', 'camere', 'spaziose', 'pulite', 'e', 'moderne', 'letti', 'comodi', 'bel', 'bagno', 'con', 'vasca', 'meno', 'parcheggio', '20', 'euro', 'da', 'aggiungere', 'un', 'po', 'lontano', 'dal', 'centro', 'ci', 'vuole', 'la', 'macchina', 'per', 'forza', 'read', 'read', 'less']",2018-09-05,milan,it,0,0,0
4905,"['hotel', 'nice', 'clean', 'however', 'staff', 'terrible', 'checked', 'late', 'midnight', 'my', 'wife', 'i', '2', 'little', 'kids', 'battled', 'unloading', 'of', 'luggage', 'kids', 'hotel', 'staff', 'starred', 'us', 'without', 'offer', 'help', 'finally', 'wife', 'i', 'grabbed', 'bell', 'boy', 'cart', 'loaded', 'all', 'our', 'luggage', 'carrying', 'our', 'kids', 'they', 'fallen', 'asleep', 'top', 'off', 'gate', 'parking', 'lot', 'was', 'malfunctioning', 'key', 'fob', 'working', 'we', 'buzz', 'the', 'intercom', 'every', 'time', 'in', 'cases', 'we', 'didn', 't', 'get', 'someone', 'had', 'wait', 'continue', 'to', 'buzz', 'the', 'intercom', 'read', 'read', 'less']",2018-09-05,,en,3,2,1
4906,"['everything', 'great', 'clean', 'quiet', 'really', 'enjoyed', 'stay', 'this', 'hotel', 'issues', 'all', 'read', 'read', 'less']",2018-09-05,,en,4,1,3
4907,"['our', 'arrival', 'departure', 'entire', 'staff', 'courteous', 'friendly', 'helpful', 'check', 'quick', 'easy', 'property', 'beautiful', 'several', 'pools', 'restaurants', 'gave', 'great', 'choice', 'dining', 'recreation', 'offerings', 'loved', 'lazy', 'river', 'even', 'it', 'a', 'bit', 'crowded', 'sunday', 'it', 'labor', 'day', 'w', 'e', 'to', 'expected', 'dined', 'seafood', 'restaurant', 'the', 'drinks', 'menu', 'offered', 'delightful', 'choices', 'and', 'the', 'food', 'was', 'delicious', 'read', 'read', 'less']",2018-09-04,Orlando,en,9,2,7
4908,"['nothing', 'fancy', 'it', 'clean', 'staff', 'very', 'nice', 'helpful', 'really', 'nice', 'pool', 'tray', 'stays', 'open', 'till', '10pm', 'summer', 'months', 'anyways', 'would', 'stay', 'again', 'read', 'read', 'less']",2018-09-04,"Buena Park, CA",en,5,0,5
4909,"['room', 'a', 'body', 'odor', 'smell', 'had', 'buy', 'febreeze', 'beds', 'comfortable', 'bathroom', 'really', 'needs', 'updating', 'read', 'read', 'less']",2018-09-04,,en,1,2,-1
